g_id,g_name,g_base,g_thickness,g_pattern,g_cuff,g_color,g_url,g_description,g_certification,g_status
235,NBR - Powdered Fully Textured,Nitrile,6,Fully Textured,240,Blue,blueFully Textured.jpg,,,0
236,NBR - Powdered Fully Textured,Nitrile,7,Fully Textured,240,Blue,blueFully Textured.jpg,,,0
237,NBR - Powdered Fully Textured,Nitrile,8,Fully Textured,240,Blue,blueFully Textured.jpg,,,0
238,NBR - Powdered Fully Textured,Nitrile,3,Fully Textured,240,Dark Blue,darkblueFully Textured.jpg,,,0
239,NBR - Powdered Fully Textured,Nitrile,4,Fully Textured,240,Dark Blue,darkblueFully Textured.jpg,,,0
240,NBR - Powdered Fully Textured,Nitrile,5,Fully Textured,240,Dark Blue,darkblueFully Textured.jpg,,,0
241,NBR - Powdered Fully Textured,Nitrile,6,Fully Textured,240,Dark Blue,darkblueFully Textured.jpg,,,0
242,NBR - Powdered Fully Textured,Nitrile,7,Fully Textured,240,Dark Blue,darkblueFully Textured.jpg,,,0
243,NBR - Powdered Fully Textured,Nitrile,8,Fully Textured,240,Dark Blue,darkblueFully Textured.jpg,,,0
244,NBR - Powdered Fully Textured,Nitrile,3,Fully Textured,240,Light Blue,lightbluefully.jpg,,,0
245,NBR - Powdered Fully Textured,Nitrile,4,Fully Textured,240,Light Blue,lightbluefully.jpg,,,0
246,NBR - Powdered Fully Textured,Nitrile,5,Fully Textured,240,Light Blue,lightbluefully.jpg,,,0
247,NBR - Powdered Fully Textured,Nitrile,6,Fully Textured,240,Light Blue,lightbluefully.jpg,,,0
248,NBR - Powdered Fully Textured,Nitrile,7,Fully Textured,240,Light Blue,lightbluefully.jpg,,,0
249,NBR - Powdered Fully Textured,Nitrile,8,Fully Textured,240,Light Blue,lightbluefully.jpg,,,0
250,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,6,Micro Diamond Textured,240,Orange,orangemdt.jpg,,,0
251,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,7,Micro Diamond Textured,240,Orange,orangemdt.jpg,,,0
252,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,8,Micro Diamond Textured,240,Orange,orangemdt.jpg,,,0
253,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,6,Micro Diamond Textured,240,Black,blackmdt.jpg,,,0
254,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,7,Micro Diamond Textured,240,Black,blackmdt.jpg,,,0
255,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,8,Micro Diamond Textured,240,Black,blackmdt.jpg,,,0
256,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,6,Micro Diamond Textured,240,Blue,bluemdt.jpg,,,0
257,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,7,Micro Diamond Textured,240,Blue,bluemdt.jpg,,,0
258,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,8,Micro Diamond Textured,240,Blue,bluemdt.jpg,,,0
259,NBR - PFE Micro Diamond Textured Polymer Coated,Nitrile,9,Micro Diamond Textured,300,Dark Blue,Dark Bluemdt.jpg,,,0
